#node	date	numeric date
NODE_0000314	1916-01-27	1916.072706
NC_024070.1	2008-10-29	2008.826503
NC_038880.1	2007-01-11	2007.028767
NODE_0000315	1873-07-19	1873.546990
NC_031105.1	2009-03-24	2009.226027
NC_031106.1	2016-06-15	2016.454918
NODE_0000316	1686-08-29	1686.658743
NODE_0000317	1841-10-09	1841.771459
NODE_0000318	1896-09-01	1896.667423
NC_043072.1	2007-01-10	2007.026027
NC_034381.1	2001-05-16	2001.371233
NODE_0000319	1944-05-14	1944.368207
NC_033793.1	2012-01-13	2012.034153
NC_024120.1	2003-01-09	2003.023288
NODE_0000320	1713-04-23	1713.308171
NODE_0000321	1952-01-15	1952.040928
NC_009448.2	2006-07-21	2006.552055
NC_010810.1	2001-07-08	2001.516438
NODE_0000322	1742-02-02	1742.088109
NODE_0000323	1800-11-24	1800.897487
OQ818316	2018-08-16	2018.623288
NODE_0000324	1970-01-18	1970.047207
NC_055161.1	2018-07-27	2018.568493
NC_035198.1	2007-01-11	2007.028767
NODE_0000325	1832-03-17	1832.209498
NODE_0000326	1880-06-14	1880.452798
NC_012798.1	2011-05-08	2011.349315
NODE_0000327	1950-10-20	1950.800719
NC_023984.1	2010-10-12	2010.779452
NC_012802.1	2004-01-07	2004.017760
NODE_0000328	1853-01-14	1853.036230
NODE_0000329	1891-06-18	1891.462294
NC_012801.1	2011-05-08	2011.349315
NC_025961.1	2007-01-13	2007.034247
NODE_0000330	1885-03-28	1885.235634
NC_012800.1	2011-05-08	2011.349315
NC_034385.1	2001-09-16	2001.708219
NODE_0000331	1461-02-04	1461.095749
NODE_0000332	1469-10-30	1469.829138
